#filename, timestamp(s), timestamp_user_format, timeoffset(s)
/HFIR/CG1D/IPTS-25696/shared/processed_data/jean_analysis/charge_combined_by_4/20210705_NMC_Li7_Full_Cell_kapton_1st_char_0030_8816.tif, 1625509522.1571264, 2021-07-05 14:25:22, 0.0
/HFIR/CG1D/IPTS-25696/shared/processed_data/jean_analysis/charge_combined_by_4/20210705_NMC_Li7_Full_Cell_kapton_1st_char_0030_8820.tif, 1625509662.2109036, 2021-07-05 14:27:42, 140.053777217865
/HFIR/CG1D/IPTS-25696/shared/processed_data/jean_analysis/charge_combined_by_4/20210705_NMC_Li7_Full_Cell_kapton_1st_char_0030_8824.tif, 1625509802.269628, 2021-07-05 14:30:02, 280.11250162124634
/HFIR/CG1D/IPTS-25696/shared/processed_data/jean_analysis/charge_combined_by_4/20210705_NMC_Li7_Full_Cell_kapton_1st_char_0030_8828.tif, 1625509942.2431717, 2021-07-05 14:32:22, 420.08604526519775
/HFIR/CG1D/IPTS-25696/shared/processed_data/jean_analysis/charge_combined_by_4/20210705_NMC_Li7_Full_Cell_kapton_1st_char_0030_8832.tif, 1625510082.21136, 2021-07-05 14:34:42, 560.0542335510254
/HFIR/CG1D/IPTS-25696/shared/processed_data/jean_analysis/charge_combined_by_4/20210705_NMC_Li7_Full_Cell_kapton_1st_char_0030_8836.tif, 1625510222.3068573, 2021-07-05 14:37:02, 700.1497309207916
/HFIR/CG1D/IPTS-25696/shared/processed_data/jean_analysis/charge_combined_by_4/20210705_NMC_Li7_Full_Cell_kapton_1st_char_0030_8840.tif, 1625510362.4287064, 2021-07-05 14:39:22, 840.2715799808502
/HFIR/CG1D/IPTS-25696/shared/processed_data/jean_analysis/charge_combined_by_4/20210705_NMC_Li7_Full_Cell_kapton_1st_char_0030_8844.tif, 1625510502.4085894, 2021-07-05 14:41:42, 980.2514629364014
/HFIR/CG1D/IPTS-25696/shared/processed_data/jean_analysis/charge_combined_by_4/20210705_NMC_Li7_Full_Cell_kapton_1st_char_0030_8848.tif, 1625510642.4156687, 2021-07-05 14:44:02, 1120.2585422992706
/HFIR/CG1D/IPTS-25696/shared/processed_data/jean_analysis/charge_combined_by_4/20210705_NMC_Li7_Full_Cell_kapton_1st_char_0030_8852.tif, 1625510782.4657173, 2021-07-05 14:46:22, 1260.308590888977
/HFIR/CG1D/IPTS-25696/shared/processed_data/jean_analysis/charge_combined_by_4/20210705_NMC_Li7_Full_Cell_kapton_1st_char_0030_8856.tif, 1625510922.4468536, 2021-07-05 14:48:42, 1400.2897272109985
/HFIR/CG1D/IPTS-25696/shared/processed_data/jean_analysis/charge_combined_by_4/20210705_NMC_Li7_Full_Cell_kapton_1st_char_0030_8860.tif, 1625511062.5344596, 2021-07-05 14:51:02, 1540.377333164215
/HFIR/CG1D/IPTS-25696/shared/processed_data/jean_analysis/charge_combined_by_4/20210705_NMC_Li7_Full_Cell_kapton_1st_char_0030_8864.tif, 1625511202.6112025, 2021-07-05 14:53:22, 1680.454076051712
/HFIR/CG1D/IPTS-25696/shared/processed_data/jean_analysis/charge_combined_by_4/20210705_NMC_Li7_Full_Cell_kapton_1st_char_0030_8868.tif, 1625511342.552137, 2021-07-05 14:55:42, 1820.395010471344
/HFIR/CG1D/IPTS-25696/shared/processed_data/jean_analysis/charge_combined_by_4/20210705_NMC_Li7_Full_Cell_kapton_1st_char_0030_8872.tif, 1625511482.6618204, 2021-07-05 14:58:02, 1960.5046939849854
/HFIR/CG1D/IPTS-25696/shared/processed_data/jean_analysis/charge_combined_by_4/20210705_NMC_Li7_Full_Cell_kapton_1st_char_0030_8876.tif, 1625511622.728845, 2021-07-05 15:00:22, 2100.571718454361
/HFIR/CG1D/IPTS-25696/shared/processed_data/jean_analysis/charge_combined_by_4/20210705_NMC_Li7_Full_Cell_kapton_1st_char_0030_8880.tif, 1625511762.8903513, 2021-07-05 15:02:42, 2240.7332248687744
/HFIR/CG1D/IPTS-25696/shared/processed_data/jean_analysis/charge_combined_by_4/20210705_NMC_Li7_Full_Cell_kapton_1st_char_0030_8884.tif, 1625511902.8699508, 2021-07-05 15:05:02, 2380.712824344635
/HFIR/CG1D/IPTS-25696/shared/processed_data/jean_analysis/charge_combined_by_4/20210705_NMC_Li7_Full_Cell_kapton_1st_char_0030_8888.tif, 1625512042.8890257, 2021-07-05 15:07:22, 2520.7318992614746
/HFIR/CG1D/IPTS-25696/shared/processed_data/jean_analysis/charge_combined_by_4/20210705_NMC_Li7_Full_Cell_kapton_1st_char_0030_8892.tif, 1625512182.9164076, 2021-07-05 15:09:42, 2660.7592811584473
/HFIR/CG1D/IPTS-25696/shared/processed_data/jean_analysis/charge_combined_by_4/20210705_NMC_Li7_Full_Cell_kapton_1st_char_0030_8896.tif, 1625512322.873435, 2021-07-05 15:12:02, 2800.71630859375
/HFIR/CG1D/IPTS-25696/shared/processed_data/jean_analysis/charge_combined_by_4/20210705_NMC_Li7_Full_Cell_kapton_1st_char_0030_8900.tif, 1625512462.9387164, 2021-07-05 15:14:22, 2940.781589984894
/HFIR/CG1D/IPTS-25696/shared/processed_data/jean_analysis/charge_combined_by_4/20210705_NMC_Li7_Full_Cell_kapton_1st_char_0030_8904.tif, 1625512602.93271, 2021-07-05 15:16:42, 3080.7755835056305
/HFIR/CG1D/IPTS-25696/shared/processed_data/jean_analysis/charge_combined_by_4/20210705_NMC_Li7_Full_Cell_kapton_1st_char_0030_8908.tif, 1625512742.9202156, 2021-07-05 15:19:02, 3220.7630891799927
/HFIR/CG1D/IPTS-25696/shared/processed_data/jean_analysis/charge_combined_by_4/20210705_NMC_Li7_Full_Cell_kapton_1st_char_0030_8912.tif, 1625512882.9152575, 2021-07-05 15:21:22, 3360.7581310272217
/HFIR/CG1D/IPTS-25696/shared/processed_data/jean_analysis/charge_combined_by_4/20210705_NMC_Li7_Full_Cell_kapton_1st_char_0030_8916.tif, 1625513022.9748578, 2021-07-05 15:23:42, 3500.8177313804626
/HFIR/CG1D/IPTS-25696/shared/processed_data/jean_analysis/charge_combined_by_4/20210705_NMC_Li7_Full_Cell_kapton_1st_char_0030_8920.tif, 1625513162.9870663, 2021-07-05 15:26:02, 3640.829939842224
/HFIR/CG1D/IPTS-25696/shared/processed_data/jean_analysis/charge_combined_by_4/20210705_NMC_Li7_Full_Cell_kapton_1st_char_0030_8924.tif, 1625513302.9491944, 2021-07-05 15:28:22, 3780.792068004608
/HFIR/CG1D/IPTS-25696/shared/processed_data/jean_analysis/charge_combined_by_4/20210705_NMC_Li7_Full_Cell_kapton_1st_char_0030_8928.tif, 1625513442.9890833, 2021-07-05 15:30:42, 3920.8319568634033
/HFIR/CG1D/IPTS-25696/shared/processed_data/jean_analysis/charge_combined_by_4/20210705_NMC_Li7_Full_Cell_kapton_1st_char_0030_8932.tif, 1625513583.009911, 2021-07-05 15:33:03, 4060.8527846336365
