#filename, timestamp(s), timestamp_user_format, timeoffset(s)
/HFIR/CG1D/IPTS-25696/raw/radiographs/2021_07_05_1st_charge/20210705_NMC_Li7_Full_Cell_kapton_1st_char_0030_8816.tiff, 1625509522.1571264, 2021-07-05 14:25:22, 0.0
/HFIR/CG1D/IPTS-25696/raw/radiographs/2021_07_05_1st_charge/20210705_NMC_Li7_Full_Cell_kapton_1st_char_0030_8817.tiff, 1625509557.1955304, 2021-07-05 14:25:57, 35.03840398788452
/HFIR/CG1D/IPTS-25696/raw/radiographs/2021_07_05_1st_charge/20210705_NMC_Li7_Full_Cell_kapton_1st_char_0030_8818.tiff, 1625509592.2098346, 2021-07-05 14:26:32, 70.0527081489563
/HFIR/CG1D/IPTS-25696/raw/radiographs/2021_07_05_1st_charge/20210705_NMC_Li7_Full_Cell_kapton_1st_char_0030_8819.tiff, 1625509627.2168689, 2021-07-05 14:27:07, 105.05974245071411
/HFIR/CG1D/IPTS-25696/raw/radiographs/2021_07_05_1st_charge/20210705_NMC_Li7_Full_Cell_kapton_1st_char_0030_8820.tiff, 1625509662.2109036, 2021-07-05 14:27:42, 140.053777217865
/HFIR/CG1D/IPTS-25696/raw/radiographs/2021_07_05_1st_charge/20210705_NMC_Li7_Full_Cell_kapton_1st_char_0030_8821.tiff, 1625509697.2687314, 2021-07-05 14:28:17, 175.11160492897034
/HFIR/CG1D/IPTS-25696/raw/radiographs/2021_07_05_1st_charge/20210705_NMC_Li7_Full_Cell_kapton_1st_char_0030_8822.tiff, 1625509732.2560275, 2021-07-05 14:28:52, 210.0989010334015
/HFIR/CG1D/IPTS-25696/raw/radiographs/2021_07_05_1st_charge/20210705_NMC_Li7_Full_Cell_kapton_1st_char_0030_8823.tiff, 1625509767.2634358, 2021-07-05 14:29:27, 245.1063094139099
/HFIR/CG1D/IPTS-25696/raw/radiographs/2021_07_05_1st_charge/20210705_NMC_Li7_Full_Cell_kapton_1st_char_0030_8824.tiff, 1625509802.269628, 2021-07-05 14:30:02, 280.11250162124634
/HFIR/CG1D/IPTS-25696/raw/radiographs/2021_07_05_1st_charge/20210705_NMC_Li7_Full_Cell_kapton_1st_char_0030_8825.tiff, 1625509837.2673802, 2021-07-05 14:30:37, 315.11025381088257
/HFIR/CG1D/IPTS-25696/raw/radiographs/2021_07_05_1st_charge/20210705_NMC_Li7_Full_Cell_kapton_1st_char_0030_8826.tiff, 1625509872.2598734, 2021-07-05 14:31:12, 350.102746963501
/HFIR/CG1D/IPTS-25696/raw/radiographs/2021_07_05_1st_charge/20210705_NMC_Li7_Full_Cell_kapton_1st_char_0030_8827.tiff, 1625509907.220238, 2021-07-05 14:31:47, 385.0631115436554
/HFIR/CG1D/IPTS-25696/raw/radiographs/2021_07_05_1st_charge/20210705_NMC_Li7_Full_Cell_kapton_1st_char_0030_8828.tiff, 1625509942.2431717, 2021-07-05 14:32:22, 420.08604526519775
/HFIR/CG1D/IPTS-25696/raw/radiographs/2021_07_05_1st_charge/20210705_NMC_Li7_Full_Cell_kapton_1st_char_0030_8829.tiff, 1625509977.2569208, 2021-07-05 14:32:57, 455.0997943878174
/HFIR/CG1D/IPTS-25696/raw/radiographs/2021_07_05_1st_charge/20210705_NMC_Li7_Full_Cell_kapton_1st_char_0030_8830.tiff, 1625510012.266193, 2021-07-05 14:33:32, 490.10906648635864
/HFIR/CG1D/IPTS-25696/raw/radiographs/2021_07_05_1st_charge/20210705_NMC_Li7_Full_Cell_kapton_1st_char_0030_8831.tiff, 1625510047.255238, 2021-07-05 14:34:07, 525.0981116294861
/HFIR/CG1D/IPTS-25696/raw/radiographs/2021_07_05_1st_charge/20210705_NMC_Li7_Full_Cell_kapton_1st_char_0030_8832.tiff, 1625510082.21136, 2021-07-05 14:34:42, 560.0542335510254
/HFIR/CG1D/IPTS-25696/raw/radiographs/2021_07_05_1st_charge/20210705_NMC_Li7_Full_Cell_kapton_1st_char_0030_8833.tiff, 1625510117.2314327, 2021-07-05 14:35:17, 595.0743062496185
/HFIR/CG1D/IPTS-25696/raw/radiographs/2021_07_05_1st_charge/20210705_NMC_Li7_Full_Cell_kapton_1st_char_0030_8834.tiff, 1625510152.2826567, 2021-07-05 14:35:52, 630.1255302429199
/HFIR/CG1D/IPTS-25696/raw/radiographs/2021_07_05_1st_charge/20210705_NMC_Li7_Full_Cell_kapton_1st_char_0030_8835.tiff, 1625510187.3101044, 2021-07-05 14:36:27, 665.1529779434204
/HFIR/CG1D/IPTS-25696/raw/radiographs/2021_07_05_1st_charge/20210705_NMC_Li7_Full_Cell_kapton_1st_char_0030_8836.tiff, 1625510222.3068573, 2021-07-05 14:37:02, 700.1497309207916
/HFIR/CG1D/IPTS-25696/raw/radiographs/2021_07_05_1st_charge/20210705_NMC_Li7_Full_Cell_kapton_1st_char_0030_8837.tiff, 1625510257.3559322, 2021-07-05 14:37:37, 735.198805809021
/HFIR/CG1D/IPTS-25696/raw/radiographs/2021_07_05_1st_charge/20210705_NMC_Li7_Full_Cell_kapton_1st_char_0030_8838.tiff, 1625510292.393178, 2021-07-05 14:38:12, 770.2360515594482
/HFIR/CG1D/IPTS-25696/raw/radiographs/2021_07_05_1st_charge/20210705_NMC_Li7_Full_Cell_kapton_1st_char_0030_8839.tiff, 1625510327.3772259, 2021-07-05 14:38:47, 805.2200994491577
/HFIR/CG1D/IPTS-25696/raw/radiographs/2021_07_05_1st_charge/20210705_NMC_Li7_Full_Cell_kapton_1st_char_0030_8840.tiff, 1625510362.4287064, 2021-07-05 14:39:22, 840.2715799808502
/HFIR/CG1D/IPTS-25696/raw/radiographs/2021_07_05_1st_charge/20210705_NMC_Li7_Full_Cell_kapton_1st_char_0030_8841.tiff, 1625510397.3931172, 2021-07-05 14:39:57, 875.2359907627106
/HFIR/CG1D/IPTS-25696/raw/radiographs/2021_07_05_1st_charge/20210705_NMC_Li7_Full_Cell_kapton_1st_char_0030_8842.tiff, 1625510432.3823404, 2021-07-05 14:40:32, 910.2252140045166
/HFIR/CG1D/IPTS-25696/raw/radiographs/2021_07_05_1st_charge/20210705_NMC_Li7_Full_Cell_kapton_1st_char_0030_8843.tiff, 1625510467.3680515, 2021-07-05 14:41:07, 945.2109251022339
/HFIR/CG1D/IPTS-25696/raw/radiographs/2021_07_05_1st_charge/20210705_NMC_Li7_Full_Cell_kapton_1st_char_0030_8844.tiff, 1625510502.4085894, 2021-07-05 14:41:42, 980.2514629364014
/HFIR/CG1D/IPTS-25696/raw/radiographs/2021_07_05_1st_charge/20210705_NMC_Li7_Full_Cell_kapton_1st_char_0030_8845.tiff, 1625510537.388589, 2021-07-05 14:42:17, 1015.2314624786377
/HFIR/CG1D/IPTS-25696/raw/radiographs/2021_07_05_1st_charge/20210705_NMC_Li7_Full_Cell_kapton_1st_char_0030_8846.tiff, 1625510572.3600562, 2021-07-05 14:42:52, 1050.2029297351837
/HFIR/CG1D/IPTS-25696/raw/radiographs/2021_07_05_1st_charge/20210705_NMC_Li7_Full_Cell_kapton_1st_char_0030_8847.tiff, 1625510607.377953, 2021-07-05 14:43:27, 1085.220826625824
