#filename, timestamp(s), timestamp_user_format, timeoffset(s)
/HFIR/CG1D/IPTS-25696/raw/radiographs/2021_07_06_1st_discharge/20210706_NMC_Li7_Full_Cell_kapton_1st_dischar_0030_10976.tiff, 1625585789.1131501, 2021-07-06 11:36:29, 0.0
/HFIR/CG1D/IPTS-25696/raw/radiographs/2021_07_06_1st_discharge/20210706_NMC_Li7_Full_Cell_kapton_1st_dischar_0030_10977.tiff, 1625585824.1686416, 2021-07-06 11:37:04, 35.05549144744873
/HFIR/CG1D/IPTS-25696/raw/radiographs/2021_07_06_1st_discharge/20210706_NMC_Li7_Full_Cell_kapton_1st_dischar_0030_10978.tiff, 1625585859.1632595, 2021-07-06 11:37:39, 70.05010938644409
/HFIR/CG1D/IPTS-25696/raw/radiographs/2021_07_06_1st_discharge/20210706_NMC_Li7_Full_Cell_kapton_1st_dischar_0030_10979.tiff, 1625585894.2019458, 2021-07-06 11:38:14, 105.08879566192627
/HFIR/CG1D/IPTS-25696/raw/radiographs/2021_07_06_1st_discharge/20210706_NMC_Li7_Full_Cell_kapton_1st_dischar_0030_10980.tiff, 1625585929.1857252, 2021-07-06 11:38:49, 140.07257509231567
/HFIR/CG1D/IPTS-25696/raw/radiographs/2021_07_06_1st_discharge/20210706_NMC_Li7_Full_Cell_kapton_1st_dischar_0030_10981.tiff, 1625585964.226851, 2021-07-06 11:39:24, 175.11370086669922
/HFIR/CG1D/IPTS-25696/raw/radiographs/2021_07_06_1st_discharge/20210706_NMC_Li7_Full_Cell_kapton_1st_dischar_0030_10982.tiff, 1625585999.216045, 2021-07-06 11:39:59, 210.10289478302002
/HFIR/CG1D/IPTS-25696/raw/radiographs/2021_07_06_1st_discharge/20210706_NMC_Li7_Full_Cell_kapton_1st_dischar_0030_10983.tiff, 1625586034.2544045, 2021-07-06 11:40:34, 245.14125442504883
/HFIR/CG1D/IPTS-25696/raw/radiographs/2021_07_06_1st_discharge/20210706_NMC_Li7_Full_Cell_kapton_1st_dischar_0030_10984.tiff, 1625586069.2117162, 2021-07-06 11:41:09, 280.09856605529785
/HFIR/CG1D/IPTS-25696/raw/radiographs/2021_07_06_1st_discharge/20210706_NMC_Li7_Full_Cell_kapton_1st_dischar_0030_10985.tiff, 1625586104.2539215, 2021-07-06 11:41:44, 315.14077138900757
/HFIR/CG1D/IPTS-25696/raw/radiographs/2021_07_06_1st_discharge/20210706_NMC_Li7_Full_Cell_kapton_1st_dischar_0030_10986.tiff, 1625586139.241281, 2021-07-06 11:42:19, 350.12813091278076
/HFIR/CG1D/IPTS-25696/raw/radiographs/2021_07_06_1st_discharge/20210706_NMC_Li7_Full_Cell_kapton_1st_dischar_0030_10987.tiff, 1625586174.232463, 2021-07-06 11:42:54, 385.1193127632141
/HFIR/CG1D/IPTS-25696/raw/radiographs/2021_07_06_1st_discharge/20210706_NMC_Li7_Full_Cell_kapton_1st_dischar_0030_10988.tiff, 1625586209.2143638, 2021-07-06 11:43:29, 420.1012136936188
/HFIR/CG1D/IPTS-25696/raw/radiographs/2021_07_06_1st_discharge/20210706_NMC_Li7_Full_Cell_kapton_1st_dischar_0030_10989.tiff, 1625586244.2525501, 2021-07-06 11:44:04, 455.1394000053406
/HFIR/CG1D/IPTS-25696/raw/radiographs/2021_07_06_1st_discharge/20210706_NMC_Li7_Full_Cell_kapton_1st_dischar_0030_10990.tiff, 1625586279.2126746, 2021-07-06 11:44:39, 490.09952449798584
/HFIR/CG1D/IPTS-25696/raw/radiographs/2021_07_06_1st_discharge/20210706_NMC_Li7_Full_Cell_kapton_1st_dischar_0030_10991.tiff, 1625586314.2582173, 2021-07-06 11:45:14, 525.1450672149658
/HFIR/CG1D/IPTS-25696/raw/radiographs/2021_07_06_1st_discharge/20210706_NMC_Li7_Full_Cell_kapton_1st_dischar_0030_10992.tiff, 1625586349.2226212, 2021-07-06 11:45:49, 560.1094710826874
/HFIR/CG1D/IPTS-25696/raw/radiographs/2021_07_06_1st_discharge/20210706_NMC_Li7_Full_Cell_kapton_1st_dischar_0030_10993.tiff, 1625586384.2351758, 2021-07-06 11:46:24, 595.1220257282257
