#filename, timestamp(s), timestamp_user_format, timeoffset(s)
/HFIR/CG1D/IPTS-25696/shared/processed_data/jean_analysis/charge_combined_by_6/20210705_NMC_Li7_Full_Cell_kapton_1st_char_0030_8816.tif, 1625509522.1571264, 2021-07-05 14:25:22, 0.0
/HFIR/CG1D/IPTS-25696/shared/processed_data/jean_analysis/charge_combined_by_6/20210705_NMC_Li7_Full_Cell_kapton_1st_char_0030_8822.tif, 1625509732.2560275, 2021-07-05 14:28:52, 210.0989010334015
/HFIR/CG1D/IPTS-25696/shared/processed_data/jean_analysis/charge_combined_by_6/20210705_NMC_Li7_Full_Cell_kapton_1st_char_0030_8828.tif, 1625509942.2431717, 2021-07-05 14:32:22, 420.08604526519775
/HFIR/CG1D/IPTS-25696/shared/processed_data/jean_analysis/charge_combined_by_6/20210705_NMC_Li7_Full_Cell_kapton_1st_char_0030_8834.tif, 1625510152.2826567, 2021-07-05 14:35:52, 630.1255302429199
/HFIR/CG1D/IPTS-25696/shared/processed_data/jean_analysis/charge_combined_by_6/20210705_NMC_Li7_Full_Cell_kapton_1st_char_0030_8840.tif, 1625510362.4287064, 2021-07-05 14:39:22, 840.2715799808502
/HFIR/CG1D/IPTS-25696/shared/processed_data/jean_analysis/charge_combined_by_6/20210705_NMC_Li7_Full_Cell_kapton_1st_char_0030_8846.tif, 1625510572.3600562, 2021-07-05 14:42:52, 1050.2029297351837
/HFIR/CG1D/IPTS-25696/shared/processed_data/jean_analysis/charge_combined_by_6/20210705_NMC_Li7_Full_Cell_kapton_1st_char_0030_8852.tif, 1625510782.4657173, 2021-07-05 14:46:22, 1260.308590888977
/HFIR/CG1D/IPTS-25696/shared/processed_data/jean_analysis/charge_combined_by_6/20210705_NMC_Li7_Full_Cell_kapton_1st_char_0030_8858.tif, 1625510992.4607623, 2021-07-05 14:49:52, 1470.3036358356476
/HFIR/CG1D/IPTS-25696/shared/processed_data/jean_analysis/charge_combined_by_6/20210705_NMC_Li7_Full_Cell_kapton_1st_char_0030_8864.tif, 1625511202.6112025, 2021-07-05 14:53:22, 1680.454076051712
/HFIR/CG1D/IPTS-25696/shared/processed_data/jean_analysis/charge_combined_by_6/20210705_NMC_Li7_Full_Cell_kapton_1st_char_0030_8870.tif, 1625511412.6062064, 2021-07-05 14:56:52, 1890.449079990387
/HFIR/CG1D/IPTS-25696/shared/processed_data/jean_analysis/charge_combined_by_6/20210705_NMC_Li7_Full_Cell_kapton_1st_char_0030_8876.tif, 1625511622.728845, 2021-07-05 15:00:22, 2100.571718454361
/HFIR/CG1D/IPTS-25696/shared/processed_data/jean_analysis/charge_combined_by_6/20210705_NMC_Li7_Full_Cell_kapton_1st_char_0030_8882.tif, 1625511832.906157, 2021-07-05 15:03:52, 2310.7490305900574
/HFIR/CG1D/IPTS-25696/shared/processed_data/jean_analysis/charge_combined_by_6/20210705_NMC_Li7_Full_Cell_kapton_1st_char_0030_8888.tif, 1625512042.8890257, 2021-07-05 15:07:22, 2520.7318992614746
/HFIR/CG1D/IPTS-25696/shared/processed_data/jean_analysis/charge_combined_by_6/20210705_NMC_Li7_Full_Cell_kapton_1st_char_0030_8894.tif, 1625512252.875059, 2021-07-05 15:10:52, 2730.7179324626923
/HFIR/CG1D/IPTS-25696/shared/processed_data/jean_analysis/charge_combined_by_6/20210705_NMC_Li7_Full_Cell_kapton_1st_char_0030_8900.tif, 1625512462.9387164, 2021-07-05 15:14:22, 2940.781589984894
/HFIR/CG1D/IPTS-25696/shared/processed_data/jean_analysis/charge_combined_by_6/20210705_NMC_Li7_Full_Cell_kapton_1st_char_0030_8906.tif, 1625512672.9715629, 2021-07-05 15:17:52, 3150.8144364356995
/HFIR/CG1D/IPTS-25696/shared/processed_data/jean_analysis/charge_combined_by_6/20210705_NMC_Li7_Full_Cell_kapton_1st_char_0030_8912.tif, 1625512882.9152575, 2021-07-05 15:21:22, 3360.7581310272217
/HFIR/CG1D/IPTS-25696/shared/processed_data/jean_analysis/charge_combined_by_6/20210705_NMC_Li7_Full_Cell_kapton_1st_char_0030_8918.tif, 1625513093.014397, 2021-07-05 15:24:53, 3570.8572704792023
/HFIR/CG1D/IPTS-25696/shared/processed_data/jean_analysis/charge_combined_by_6/20210705_NMC_Li7_Full_Cell_kapton_1st_char_0030_8924.tif, 1625513302.9491944, 2021-07-05 15:28:22, 3780.792068004608
/HFIR/CG1D/IPTS-25696/shared/processed_data/jean_analysis/charge_combined_by_6/20210705_NMC_Li7_Full_Cell_kapton_1st_char_0030_8930.tif, 1625513513.0029078, 2021-07-05 15:31:53, 3990.845781326294
/HFIR/CG1D/IPTS-25696/shared/processed_data/jean_analysis/charge_combined_by_6/20210705_NMC_Li7_Full_Cell_kapton_1st_char_0030_8936.tif, 1625513723.163919, 2021-07-05 15:35:23, 4201.006792545319
/HFIR/CG1D/IPTS-25696/shared/processed_data/jean_analysis/charge_combined_by_6/20210705_NMC_Li7_Full_Cell_kapton_1st_char_0030_8942.tif, 1625513933.3142037, 2021-07-05 15:38:53, 4411.1570773124695
/HFIR/CG1D/IPTS-25696/shared/processed_data/jean_analysis/charge_combined_by_6/20210705_NMC_Li7_Full_Cell_kapton_1st_char_0030_8948.tif, 1625514143.4323812, 2021-07-05 15:42:23, 4621.27525472641
/HFIR/CG1D/IPTS-25696/shared/processed_data/jean_analysis/charge_combined_by_6/20210705_NMC_Li7_Full_Cell_kapton_1st_char_0030_8954.tif, 1625514353.5452645, 2021-07-05 15:45:53, 4831.388138055801
/HFIR/CG1D/IPTS-25696/shared/processed_data/jean_analysis/charge_combined_by_6/20210705_NMC_Li7_Full_Cell_kapton_1st_char_0030_8960.tif, 1625514563.5169642, 2021-07-05 15:49:23, 5041.359837770462
/HFIR/CG1D/IPTS-25696/shared/processed_data/jean_analysis/charge_combined_by_6/20210705_NMC_Li7_Full_Cell_kapton_1st_char_0030_8966.tif, 1625514773.6038551, 2021-07-05 15:52:53, 5251.44672870636
/HFIR/CG1D/IPTS-25696/shared/processed_data/jean_analysis/charge_combined_by_6/20210705_NMC_Li7_Full_Cell_kapton_1st_char_0030_8972.tif, 1625514983.5454102, 2021-07-05 15:56:23, 5461.388283729553
/HFIR/CG1D/IPTS-25696/shared/processed_data/jean_analysis/charge_combined_by_6/20210705_NMC_Li7_Full_Cell_kapton_1st_char_0030_8978.tif, 1625515193.6225286, 2021-07-05 15:59:53, 5671.465402126312
/HFIR/CG1D/IPTS-25696/shared/processed_data/jean_analysis/charge_combined_by_6/20210705_NMC_Li7_Full_Cell_kapton_1st_char_0030_8984.tif, 1625515403.54316, 2021-07-05 16:03:23, 5881.386033535004
/HFIR/CG1D/IPTS-25696/shared/processed_data/jean_analysis/charge_combined_by_6/20210705_NMC_Li7_Full_Cell_kapton_1st_char_0030_8990.tif, 1625515613.5105827, 2021-07-05 16:06:53, 6091.353456258774
/HFIR/CG1D/IPTS-25696/shared/processed_data/jean_analysis/charge_combined_by_6/20210705_NMC_Li7_Full_Cell_kapton_1st_char_0030_8996.tif, 1625515823.5335813, 2021-07-05 16:10:23, 6301.37645483017
/HFIR/CG1D/IPTS-25696/shared/processed_data/jean_analysis/charge_combined_by_6/20210705_NMC_Li7_Full_Cell_kapton_1st_char_0030_9002.tif, 1625516033.5910795, 2021-07-05 16:13:53, 6511.433953046799
/HFIR/CG1D/IPTS-25696/shared/processed_data/jean_analysis/charge_combined_by_6/20210705_NMC_Li7_Full_Cell_kapton_1st_char_0030_9008.tif, 1625516243.5987573, 2021-07-05 16:17:23, 6721.4416308403015
/HFIR/CG1D/IPTS-25696/shared/processed_data/jean_analysis/charge_combined_by_6/20210705_NMC_Li7_Full_Cell_kapton_1st_char_0030_9014.tif, 1625516453.68024, 2021-07-05 16:20:53, 6931.523113489151
/HFIR/CG1D/IPTS-25696/shared/processed_data/jean_analysis/charge_combined_by_6/20210705_NMC_Li7_Full_Cell_kapton_1st_char_0030_9020.tif, 1625516663.7185578, 2021-07-05 16:24:23, 7141.5614314079285
/HFIR/CG1D/IPTS-25696/shared/processed_data/jean_analysis/charge_combined_by_6/20210705_NMC_Li7_Full_Cell_kapton_1st_char_0030_9026.tif, 1625516873.7308488, 2021-07-05 16:27:53, 7351.573722362518
/HFIR/CG1D/IPTS-25696/shared/processed_data/jean_analysis/charge_combined_by_6/20210705_NMC_Li7_Full_Cell_kapton_1st_char_0030_9032.tif, 1625517083.8229842, 2021-07-05 16:31:23, 7561.665857791901
/HFIR/CG1D/IPTS-25696/shared/processed_data/jean_analysis/charge_combined_by_6/20210705_NMC_Li7_Full_Cell_kapton_1st_char_0030_9038.tif, 1625517293.804357, 2021-07-05 16:34:53, 7771.647230625153
